question_id,article_id,question_type,overall_score,passed,checks_passed,checks_total,passage_title,question_preview,grammatical_parallel_score,plausibility_score,homogeneity_score,specificity_balance_score,standard_alignment_score,clarity_precision_score,single_correct_answer_score,passage_reference_score,length_check_score,too_close_score,difficulty_assessment_score
quiz_302210_sibling_3,article_101026,MCQ,1.0,True,11,11,Hummingbirds,Why does the spider web need to be both sticky and flexib...,1,1,1,1,1,1,1,1,1,1,1
quiz_302210_sibling_4,article_101026,MCQ,0.7272727272727273,False,8,11,Hummingbirds,"According to Section 3, what is the relationship between...",1,0,1,1,1,1,1,0,1,1,0
quiz_302215,article_101027,MCQ,0.9090909090909091,True,10,11,The Skeletal System,"According to the text, what does Dr. Welbody say is neede...",1,1,1,1,0,1,1,1,1,1,1
quiz_302215_sibling_1,article_101027,MCQ,0.9090909090909091,True,10,11,The Skeletal System,"Based on the information in the text, what is the main pu...",1,1,1,1,0,1,1,1,1,1,1
quiz_302215_sibling_2,article_101027,MCQ,0.7272727272727273,False,8,11,The Skeletal System,How many small bones work together to form the structure...,0,1,1,0,0,1,1,1,1,1,1
quiz_302215_sibling_3,article_101027,MCQ,0.8181818181818182,True,9,11,The Skeletal System,Which detail from the text shows that doctors use special...,0,1,1,1,0,1,1,1,1,1,1
quiz_302215_sibling_4,article_101027,MCQ,0.6363636363636364,False,7,11,The Skeletal System,"According to the text, what connects the information abou...",0,0,1,1,0,0,1,1,1,1,1
quiz_302216,article_101027,MCQ,0.9090909090909091,True,10,11,The Skeletal System,Why does Dr. Welbody include the Simon Says game at the e...,1,1,1,1,1,0,1,1,1,1,1
quiz_302216_sibling_1,article_101027,MCQ,1.0,True,11,11,The Skeletal System,Why does Dr. Welbody ask students to rub the back of thei...,1,1,1,1,1,1,1,1,1,1,1
quiz_302216_sibling_2,article_101027,MCQ,0.8181818181818182,True,9,11,The Skeletal System,Dr. Welbody mentions playing Simon Says to practice bone...,1,1,1,1,0,1,1,1,0,1,1
quiz_302216_sibling_3,article_101027,MCQ,1.0,True,11,11,The Skeletal System,Based on how Dr. Welbody presents information in the text...,1,1,1,1,1,1,1,1,1,1,1
quiz_302216_sibling_4,article_101027,MCQ,0.8181818181818182,True,9,11,The Skeletal System,Dr. Welbody describes her previous visit when students we...,0,1,1,1,0,1,1,1,1,1,1
quiz_302217,article_101027,MCQ,1.0,True,11,11,The Skeletal System,Dr. Welbody would most likely agree that,1,1,1,1,1,1,1,1,1,1,1
quiz_302217_sibling_1,article_101027,MCQ,0.8181818181818182,True,9,11,The Skeletal System,How does the author use Dr. Welbody's personal experience...,1,0,1,1,1,1,1,1,1,1,0
quiz_302217_sibling_2,article_101027,MCQ,1.0,True,11,11,The Skeletal System,What does the author want readers to understand about Dr....,1,1,1,1,1,1,1,1,1,1,1
quiz_302217_sibling_3,article_101027,MCQ,1.0,True,11,11,The Skeletal System,"Based on the information throughout the text, which state...",1,1,1,1,1,1,1,1,1,1,1
quiz_302217_sibling_4,article_101027,MCQ,0.9090909090909091,True,10,11,The Skeletal System,If Dr. Welbody's computer pictures showed bones labeled o...,1,1,1,1,0,1,1,1,1,1,1
quiz_302218,article_101027,MCQ,1.0,True,11,11,The Skeletal System,PART A: Dr. Welbody mentions that she has pictures on her...,1,1,1,1,1,1,1,1,1,1,1
quiz_302218_sibling_1,article_101027,MCQ,0.8181818181818182,True,9,11,The Skeletal System,The text mentions that Dr. Welbody has pictures on her co...,1,1,1,1,1,1,1,1,0,1,0
quiz_302218_sibling_2,article_101027,MCQ,1.0,True,11,11,The Skeletal System,Dr. Welbody has students perform actions like rubbing the...,1,1,1,1,1,1,1,1,1,1,1
quiz_302218_sibling_3,article_101027,MCQ,0.8181818181818182,True,9,11,The Skeletal System,Based on how Dr. Welbody structures her lesson from begin...,1,1,1,1,0,1,1,1,1,1,0
quiz_302224,article_101028,MCQ,0.9090909090909091,True,10,11,All About Bones,What does the word cope mean in section 4?,1,1,1,1,1,1,1,1,1,1,0
quiz_302224_sibling_1,article_101028,MCQ,1.0,True,11,11,All About Bones,"Based on paragraph 2, what does the word 'stuff' refer to...",1,1,1,1,1,1,1,1,1,1,1
quiz_302224_sibling_2,article_101028,MCQ,1.0,True,11,11,All About Bones,"According to the passage, what does 'set the bone' mean w...",1,1,1,1,1,1,1,1,1,1,1
quiz_302224_sibling_3,article_101028,MCQ,0.7272727272727273,False,8,11,All About Bones,What does the word 'tissue' mean in paragraph 3 when the...,1,1,1,1,1,1,1,0,0,1,0
quiz_302224_sibling_4,article_101028,MCQ,0.8181818181818182,True,9,11,All About Bones,"In paragraph 2, what does the phrase 'work like little fa...",1,1,1,1,1,1,1,0,0,1,1
quiz_302225,article_101028,MCQ,0.9090909090909091,True,10,11,All About Bones,Someone might read this passage to,1,1,1,1,1,1,1,1,0,1,1
quiz_302225_sibling_1,article_101028,MCQ,0.9090909090909091,True,10,11,All About Bones,A reader would most likely use this passage to,1,1,1,1,1,1,1,1,0,1,1
quiz_302225_sibling_2,article_101028,MCQ,1.0,True,11,11,All About Bones,"Based on the whole passage, the author most likely believ...",1,1,1,1,1,1,1,1,1,1,1
quiz_302225_sibling_3,article_101028,MCQ,0.9090909090909091,True,10,11,All About Bones,What perspective does the author take when writing this p...,1,1,1,1,1,1,1,1,0,1,1
quiz_302225_sibling_4,article_101028,MCQ,0.9090909090909091,True,10,11,All About Bones,Why would someone choose to read this passage instead of...,1,1,1,1,1,1,1,1,0,1,1
quiz_302226,article_101028,MCQ,1.0,True,11,11,All About Bones,Read the sentence from the passage. 'They work like littl...,1,1,1,1,1,1,1,1,1,1,1
quiz_302226_sibling_1,article_101028,MCQ,0.9090909090909091,True,10,11,All About Bones,"According to paragraph 3, the sentence 'Your bones are ha...",1,1,1,1,1,1,1,0,1,1,1
quiz_302226_sibling_2,article_101028,MCQ,0.9090909090909091,True,10,11,All About Bones,The sentence 'They can hold up a lot of weight' in paragr...,0,1,1,1,1,1,1,1,1,1,1
quiz_302226_sibling_3,article_101028,MCQ,1.0,True,11,11,All About Bones,Read this sentence from paragraph 1: 'One way to take car...,1,1,1,1,1,1,1,1,1,1,1
quiz_302226_sibling_4,article_101028,MCQ,0.8181818181818182,True,9,11,All About Bones,"Based on paragraph 2, why does the author mention that 'y...",1,1,1,1,1,1,1,0,1,1,0
quiz_302227,article_101028,MCQ,0.9090909090909091,True,10,11,All About Bones,What should happen just before the bone can heal back to...,1,1,1,1,1,1,1,1,0,1,1
quiz_302227_sibling_1,article_101028,MCQ,1.0,True,11,11,All About Bones,What happens right after the doctor sets a broken bone?,1,1,1,1,1,1,1,1,1,1,1
quiz_302227_sibling_2,article_101028,MCQ,1.0,True,11,11,All About Bones,"According to the passage, what must be true before a brok...",1,1,1,1,1,1,1,1,1,1,1
quiz_302227_sibling_3,article_101028,MCQ,0.9090909090909091,True,10,11,All About Bones,Why does the author explain the process of treating broke...,1,1,1,1,1,1,1,1,1,1,0
quiz_302227_sibling_4,article_101028,MCQ,1.0,True,11,11,All About Bones,What causes bone marrow cells to be described as working...,1,1,1,1,1,1,1,1,1,1,1
quiz_302232,article_101029,MCQ,0.9090909090909091,True,10,11,The Muscular System,"According to the text about muscles, what helps you lift...",1,1,1,1,0,1,1,1,1,1,1
quiz_302232_sibling_1,article_101029,MCQ,0.9090909090909091,True,10,11,The Muscular System,Which detail from the passage best supports the idea that...,1,1,1,1,0,1,1,1,1,1,1
quiz_302232_sibling_2,article_101029,MCQ,0.9090909090909091,True,10,11,The Muscular System,"Based on the information in paragraph 4, which type of mu...",1,1,1,1,0,1,1,1,1,1,1
quiz_302232_sibling_3,article_101029,MCQ,0.7272727272727273,False,8,11,The Muscular System,"According to paragraph 2, what explains why muscles are s...",1,1,1,1,0,1,1,1,0,1,0
quiz_302232_sibling_4,article_101029,MCQ,0.36363636363636365,False,4,11,The Muscular System,Which detail from paragraph 3 best shows the difference b...,0,1,0,0,0,0,0,1,1,0,1
quiz_302233,article_101029,MCQ,0.9090909090909091,True,10,11,The Muscular System,"If a person could only use involuntary muscles, which of...",1,1,1,1,1,1,1,1,0,1,1
quiz_302233_sibling_1,article_101029,MCQ,0.9090909090909091,True,10,11,The Muscular System,If a person's voluntary muscles stopped working but their...,0,1,1,1,1,1,1,1,1,1,1
quiz_302233_sibling_2,article_101029,MCQ,0.8181818181818182,True,9,11,The Muscular System,Why does the author mention that you don't have to think...,1,0,1,1,1,1,1,1,1,1,0
quiz_302233_sibling_3,article_101029,MCQ,0.7272727272727273,False,8,11,The Muscular System,"Based on information in paragraphs 3 and 4, what can you...",1,0,1,1,1,1,1,1,0,1,0
quiz_302233_sibling_4,article_101029,MCQ,0.8181818181818182,True,9,11,The Muscular System,What evidence from the passage supports the conclusion th...,1,1,0,1,1,1,1,1,1,1,0
quiz_302234,article_101029,MCQ,0.8181818181818182,True,9,11,The Muscular System,The author of this passage would most likely agree that,1,0,1,1,0,1,1,1,1,1,1
quiz_302234_sibling_1,article_101029,MCQ,0.8181818181818182,True,9,11,The Muscular System,The author begins the passage with a story about a cartoo...,1,0,1,1,1,1,1,1,0,1,1
quiz_302234_sibling_2,article_101029,MCQ,0.9090909090909091,True,10,11,The Muscular System,How does the author structure the information in paragrap...,1,0,1,1,1,1,1,1,1,1,1
quiz_302234_sibling_3,article_101029,MCQ,0.6363636363636364,False,7,11,The Muscular System,"Based on the author's explanation in paragraph 1, what im...",1,0,0,1,0,1,1,1,0,1,1
quiz_302234_sibling_4,article_101029,MCQ,0.9090909090909091,True,10,11,The Muscular System,The author includes the detail that 'about half of what y...,1,0,1,1,1,1,1,1,1,1,1
quiz_302235,article_101029,MCQ,0.8181818181818182,True,9,11,The Muscular System,PART A: How does the author use the movie example at the...,1,1,1,1,0,1,1,1,0,1,1
quiz_302235_sibling_1,article_101029,MCQ,0.9090909090909091,True,10,11,The Muscular System,What perspective about the human body does the author wan...,1,1,1,1,0,1,1,1,1,1,1
quiz_302235_sibling_2,article_101029,MCQ,0.9090909090909091,True,10,11,The Muscular System,The author mentions that muscles in your stomach 'keep wo...,1,1,1,1,0,1,1,1,1,1,1
quiz_302235_sibling_3,article_101029,MCQ,0.7272727272727273,False,8,11,The Muscular System,How does the author's use of a direct question in paragra...,1,0,1,1,0,1,1,1,1,1,0
quiz_302235_sibling_4,article_101029,MCQ,0.9090909090909091,True,10,11,The Muscular System,"Based on the passage's opening and conclusion, what does...",1,1,1,1,0,1,1,1,1,1,1
quiz_302236,article_101029,MCQ,0.6363636363636364,False,7,11,The Muscular System,PART B: Based on the author's approach throughout the ent...,1,0,1,0,0,1,1,1,1,1,0
quiz_302236_sibling_1,article_101029,MCQ,0.7272727272727273,False,8,11,The Muscular System,The author identifies as a doctor in paragraph 1. Why is...,1,0,0,1,0,1,1,1,1,1,1
quiz_302236_sibling_2,article_101029,MCQ,0.8181818181818182,True,9,11,The Muscular System,Why does the author provide multiple examples of muscle u...,1,0,1,1,0,1,1,1,1,1,1
quiz_302236_sibling_3,article_101029,MCQ,0.9090909090909091,True,10,11,The Muscular System,What does the author's comparison between lifting a box a...,1,1,1,1,0,1,1,1,1,1,1
quiz_302241,article_101030,MCQ,1.0,True,11,11,Joints and Muscles,What is Section 3 mostly about?,1,1,1,1,1,1,1,1,1,1,1
quiz_302241_sibling_1,article_101030,MCQ,1.0,True,11,11,Joints and Muscles,"Based on the information in Section 1, what is the main i...",1,1,1,1,1,1,1,1,1,1,1
quiz_302241_sibling_2,article_101030,MCQ,0.9090909090909091,True,10,11,Joints and Muscles,"According to Section 2, what central idea does the author...",1,0,1,1,1,1,1,1,1,1,1
quiz_302241_sibling_3,article_101030,MCQ,0.9090909090909091,True,10,11,Joints and Muscles,What is the primary focus of Section 4?,1,0,1,1,1,1,1,1,1,1,1
quiz_302241_sibling_4,article_101030,MCQ,0.7272727272727273,False,8,11,Joints and Muscles,Which statement best describes what the author mainly dis...,1,0,1,1,1,0,1,0,1,1,1
quiz_302242,article_101030,MCQ,0.8181818181818182,True,9,11,Joints and Muscles,The author of this passage would most likely agree that,1,0,1,1,0,1,1,1,1,1,1
quiz_302242_sibling_1,article_101030,MCQ,1.0,True,11,11,Joints and Muscles,The author of this passage would most likely believe that,1,1,1,1,1,1,1,1,1,1,1
quiz_302242_sibling_2,article_101030,MCQ,1.0,True,11,11,Joints and Muscles,"Based on how the author presents information, which state...",1,1,1,1,1,1,1,1,1,1,1
quiz_302242_sibling_3,article_101030,MCQ,0.9090909090909091,True,10,11,Joints and Muscles,Which conclusion about learning would the author most lik...,1,1,1,1,0,1,1,1,1,1,1
quiz_302242_sibling_4,article_101030,MCQ,0.8181818181818182,True,9,11,Joints and Muscles,The author would most likely agree with which idea about...,1,1,1,1,0,1,1,1,0,1,1
quiz_302243,article_101030,MCQ,1.0,True,11,11,Joints and Muscles,Read the sentence from the passage. 'Ligaments connect bo...,1,1,1,1,1,1,1,1,1,1,1
quiz_302243_sibling_1,article_101030,MCQ,0.8181818181818182,True,9,11,Joints and Muscles,"According to the passage, what does the sentence 'She bel...",1,0,1,1,1,1,1,1,1,1,0
quiz_302243_sibling_2,article_101030,MCQ,0.6363636363636364,False,7,11,Joints and Muscles,Read this sentence from Section 2: 'A ligament is a kind...,1,0,1,1,0,1,0,1,1,1,0
quiz_302243_sibling_3,article_101030,MCQ,0.9090909090909091,True,10,11,Joints and Muscles,What information from the passage supports the idea that...,1,1,1,1,1,1,1,1,1,1,0
quiz_302243_sibling_4,article_101030,MCQ,1.0,True,11,11,Joints and Muscles,"Based on the information in Section 1, what does the sent...",1,1,1,1,1,1,1,1,1,1,1
quiz_302244,article_101030,MCQ,0.8181818181818182,True,9,11,Joints and Muscles,What should happen just before the muscle and bone system...,1,1,1,1,0,0,1,1,1,1,1
quiz_302244_sibling_1,article_101030,MCQ,0.9090909090909091,True,10,11,Joints and Muscles,"According to the myth in Section 4, what was the cause of...",1,1,1,1,1,1,1,1,1,1,0
quiz_302244_sibling_2,article_101030,MCQ,0.9090909090909091,True,10,11,Joints and Muscles,What must be true about cartilage for it to work as a cus...,1,0,1,1,1,1,1,1,1,1,1
quiz_302244_sibling_3,article_101030,MCQ,0.9090909090909091,True,10,11,Joints and Muscles,"Based on Section 3, what relationship exists between the...",1,1,1,1,1,1,1,1,0,1,1
quiz_302244_sibling_4,article_101030,MCQ,0.9090909090909091,True,10,11,Joints and Muscles,Why does the author include the detail that Achilles' mot...,1,1,1,1,1,1,1,1,1,1,0
quiz_302248,article_101031,MCQ,0.7272727272727273,False,8,11,The Nervous System,"Based on the passage, what should you do if you touch som...",1,0,0,1,0,1,1,1,1,1,1
quiz_302248_sibling_1,article_101031,MCQ,0.6363636363636364,False,7,11,The Nervous System,What happens after your nerves send a message that you ar...,1,0,0,1,0,1,1,1,0,1,1
quiz_302248_sibling_2,article_101031,MCQ,0.6363636363636364,False,7,11,The Nervous System,"According to the passage, what would happen if you did no...",1,0,0,1,0,1,1,1,0,1,1
quiz_302248_sibling_3,article_101031,MCQ,0.9090909090909091,True,10,11,The Nervous System,"Based on the passage, why do doctors tap your knee with a...",1,1,1,1,0,1,1,1,1,1,1
quiz_302248_sibling_4,article_101031,MCQ,0.7272727272727273,False,8,11,The Nervous System,What connection does the author make between feeling cold...,1,0,1,0,0,1,1,1,1,1,1
quiz_302249,article_101031,MCQ,0.9090909090909091,True,10,11,The Nervous System,"According to the passage, what do the highlighted terms '...",1,1,1,1,1,1,1,1,1,1,0
quiz_302249_sibling_1,article_101031,MCQ,1.0,True,11,11,The Nervous System,The passage uses the highlighted term 'nerve cells' to ex...,1,1,1,1,1,1,1,1,1,1,1
quiz_302249_sibling_2,article_101031,MCQ,0.9090909090909091,True,10,11,The Nervous System,"According to the passage, which information do the highli...",1,1,1,1,1,1,1,1,0,1,1
quiz_302249_sibling_3,article_101031,MCQ,1.0,True,11,11,The Nervous System,The highlighted terms 'reflex' and 'reflex reaction' in t...,1,1,1,1,1,1,1,1,1,1,1
quiz_302249_sibling_4,article_101031,MCQ,0.7272727272727273,False,8,11,The Nervous System,The passage uses the highlighted term 'sense of touch' to...,1,1,1,1,0,0,1,0,1,1,1
quiz_302250,article_101031,MCQ,0.8181818181818182,True,9,11,The Nervous System,"In the passage about body systems, why does the author co...",1,0,1,1,0,1,1,1,1,1,1
quiz_302250_sibling_1,article_101031,MCQ,0.9090909090909091,True,10,11,The Nervous System,"In the passage, why does the author ask readers 'How many...",1,1,1,1,1,1,1,1,0,1,1
quiz_302250_sibling_2,article_101031,MCQ,0.9090909090909091,True,10,11,The Nervous System,Why does the author describe what happens when 'someone j...,1,1,1,1,1,1,1,1,1,1,0
quiz_302250_sibling_3,article_101031,MCQ,1.0,True,11,11,The Nervous System,"In paragraph 2, why does the author include the example o...",1,1,1,1,1,1,1,1,1,1,1
quiz_302250_sibling_4,article_101031,MCQ,0.9090909090909091,True,10,11,The Nervous System,The passage states that nerve cells have 'long stringy pa...,1,1,1,1,0,1,1,1,1,1,1
quiz_302251,article_101031,MCQ,0.9090909090909091,True,10,11,The Nervous System,What is the purpose of this passage?,1,1,1,1,1,1,1,1,0,1,1
quiz_302251_sibling_1,article_101031,MCQ,0.9090909090909091,True,10,11,The Nervous System,"According to paragraph 3, what is the author's main point...",1,1,1,1,0,1,1,1,1,1,1
quiz_302251_sibling_2,article_101031,MCQ,1.0,True,11,11,The Nervous System,What is the author's main reason for writing this passage...,1,1,1,1,1,1,1,1,1,1,1
quiz_302251_sibling_3,article_101031,MCQ,0.9090909090909091,True,10,11,The Nervous System,How does the author want readers to feel about the number...,1,1,1,1,1,1,1,1,0,1,1
quiz_302251_sibling_4,article_101031,MCQ,0.8181818181818182,True,9,11,The Nervous System,"Based on the entire passage, what does the author think i...",1,1,1,0,1,1,1,1,0,1,1
quiz_302256,article_101032,MCQ,0.9090909090909091,True,10,11,The Spinal Cord and Brain,What does the word paralyzed mean in Paragraph 3?,1,1,1,1,1,1,1,0,1,1,1
quiz_302256_sibling_1,article_101032,MCQ,0.9090909090909091,True,10,11,The Spinal Cord and Brain,What does the word 'concussion' mean in Section 2?,1,1,0,1,1,1,1,1,1,1,1
quiz_302256_sibling_2,article_101032,MCQ,0.8181818181818182,True,9,11,The Spinal Cord and Brain,"Based on Section 3, what does 'hemispheres' mean when des...",1,1,1,1,1,1,1,1,0,1,0
quiz_302256_sibling_3,article_101032,MCQ,0.6363636363636364,False,7,11,The Spinal Cord and Brain,"According to paragraph 4, what does the phrase 'in the pa...",1,0,1,0,1,1,1,1,0,1,0
quiz_302256_sibling_4,article_101032,MCQ,1.0,True,11,11,The Spinal Cord and Brain,"In Section 3, what does the word 'medulla' refer to?",1,1,1,1,1,1,1,1,1,1,1
quiz_302257,article_101032,MCQ,0.9090909090909091,True,10,11,The Spinal Cord and Brain,What is the author's primary purpose in Section 4 of the...,1,1,1,1,1,1,1,1,1,1,0
quiz_302257_sibling_1,article_101032,MCQ,0.6363636363636364,False,7,11,The Spinal Cord and Brain,"Based on the entire passage, what is the author's main me...",1,0,0,0,1,1,1,1,0,1,1
quiz_302257_sibling_2,article_101032,MCQ,0.9090909090909091,True,10,11,The Spinal Cord and Brain,How does the information in Section 2 support the main id...,1,1,1,1,1,1,1,1,0,1,1
quiz_302257_sibling_3,article_101032,MCQ,0.7272727272727273,False,8,11,The Spinal Cord and Brain,Why does the author explain what a decade is in Section 4?,1,0,1,1,0,1,1,1,1,1,0
quiz_302257_sibling_4,article_101032,MCQ,0.6363636363636364,False,7,11,The Spinal Cord and Brain,Which detail from Section 3 best supports the main idea t...,0,1,0,0,1,1,1,1,1,1,0
quiz_302258,article_101032,MCQ,0.9090909090909091,True,10,11,The Spinal Cord and Brain,The author of this passage would most likely agree that,1,0,1,1,1,1,1,1,1,1,1
quiz_302258_sibling_1,article_101032,MCQ,0.7272727272727273,False,8,11,The Spinal Cord and Brain,The author would most likely agree with which statement a...,1,0,1,1,0,1,1,1,0,1,1
quiz_302258_sibling_2,article_101032,MCQ,0.9090909090909091,True,10,11,The Spinal Cord and Brain,"Based on the passage, what opinion would the author most...",1,1,1,1,1,1,1,1,1,1,0
quiz_302258_sibling_3,article_101032,MCQ,0.7272727272727273,False,8,11,The Spinal Cord and Brain,What point of view does the author express about scientif...,1,0,1,0,1,1,1,1,1,1,0
quiz_302258_sibling_4,article_101032,MCQ,0.8181818181818182,True,9,11,The Spinal Cord and Brain,"According to the passage, why might someone need a wheelc...",1,0,1,1,0,1,1,1,1,1,1
quiz_302259,article_101032,MCQ,0.8181818181818182,True,9,11,The Spinal Cord and Brain,What would happen to a person's daily life if their spina...,1,1,1,0,1,1,1,1,1,1,0
quiz_302259_sibling_1,article_101032,MCQ,0.9090909090909091,True,10,11,The Spinal Cord and Brain,"Based on the entire passage, what would most likely happe...",1,1,1,1,1,1,1,1,1,1,0
quiz_302259_sibling_2,article_101032,MCQ,0.9090909090909091,True,10,11,The Spinal Cord and Brain,If scientists saw the back part of someone's cerebrum lig...,1,1,1,1,1,1,1,1,1,1,0
quiz_302259_sibling_3,article_101032,MCQ,0.9090909090909091,True,10,11,The Spinal Cord and Brain,What can you conclude about the relationship between the...,1,0,1,1,1,1,1,1,1,1,1
quiz_302264,article_101033,MCQ,0.8181818181818182,True,9,11,Eyes and Vision,Which process happens immediately after light passes thro...,1,1,1,1,0,1,1,1,0,1,1
quiz_302264_sibling_1,article_101033,MCQ,0.8181818181818182,True,9,11,Eyes and Vision,What happens to the information from the retina after the...,1,0,1,1,0,1,1,1,1,1,1
quiz_302264_sibling_2,article_101033,MCQ,0.8181818181818182,True,9,11,Eyes and Vision,"Based on the passage, what is the first thing that happen...",1,1,1,1,0,1,1,1,0,1,1
quiz_302264_sibling_3,article_101033,MCQ,0.9090909090909091,True,10,11,Eyes and Vision,"According to the text, what role do the rods and cones pl...",1,1,1,1,0,1,1,1,1,1,1
quiz_302264_sibling_4,article_101033,MCQ,0.9090909090909091,True,10,11,Eyes and Vision,What happens right before the brain receives messages fro...,1,1,1,1,0,1,1,1,1,1,1
quiz_302265,article_101033,MCQ,0.9090909090909091,True,10,11,Eyes and Vision,In the section beginning 'Now let's learn about the parts...,1,1,1,1,1,1,1,1,1,1,0
quiz_302265_sibling_1,article_101033,MCQ,1.0,True,11,11,Eyes and Vision,The section where Dr. Kwan describes 'the parts you can s...,1,1,1,1,1,1,1,1,1,1,1
quiz_302265_sibling_2,article_101033,MCQ,1.0,True,11,11,Eyes and Vision,Dr. Kwan's explanation that begins with 'The pupil is alw...,1,1,1,1,1,1,1,1,1,1,1
quiz_302265_sibling_3,article_101033,MCQ,0.9090909090909091,True,10,11,Eyes and Vision,"In the section starting with 'Here is how you see things,...",1,0,1,1,1,1,1,1,1,1,1
quiz_302265_sibling_4,article_101033,MCQ,0.8181818181818182,True,9,11,Eyes and Vision,The passage section titled with Dr. Kwan saying 'Hello! I...,1,0,1,1,1,0,1,1,1,1,1
quiz_302266,article_101033,MCQ,1.0,True,11,11,Eyes and Vision,Why does the pupil change size?,1,1,1,1,1,1,1,1,1,1,1
quiz_302266_sibling_1,article_101033,MCQ,0.8181818181818182,True,9,11,Eyes and Vision,What is the reason the cornea is described as being 'like...,1,0,0,1,1,1,1,1,1,1,1
quiz_302266_sibling_2,article_101033,MCQ,0.8181818181818182,True,9,11,Eyes and Vision,"Based on the passage, why does the author say 'it seems l...",1,0,0,1,1,1,1,1,1,1,1
quiz_302266_sibling_3,article_101033,MCQ,0.8181818181818182,True,9,11,Eyes and Vision,How does the author want readers to feel about the human...,1,1,1,1,0,1,1,1,0,1,1
quiz_302266_sibling_4,article_101033,MCQ,0.45454545454545453,False,5,11,Eyes and Vision,What does the author think is most important for readers...,0,0,0,0,0,1,1,1,0,1,1
quiz_302267,article_101033,MCQ,1.0,True,11,11,Eyes and Vision,What is the author's main point of view about how people...,1,1,1,1,1,1,1,1,1,1,1
quiz_302267_sibling_1,article_101033,MCQ,1.0,True,11,11,Eyes and Vision,The author chose to have Dr. Kwan explain the information...,1,1,1,1,1,1,1,1,1,1,1
quiz_302267_sibling_2,article_101033,MCQ,0.8181818181818182,True,9,11,Eyes and Vision,The author's view about vision differs from a reader who...,1,1,1,1,1,1,1,1,0,1,0
quiz_302267_sibling_3,article_101033,MCQ,0.8181818181818182,True,9,11,Eyes and Vision,What message does the author want readers to take away ab...,1,1,1,1,0,1,1,1,0,1,1
quiz_302267_sibling_4,article_101033,MCQ,1.0,True,11,11,Eyes and Vision,The author presents information about vision in a way tha...,1,1,1,1,1,1,1,1,1,1,1
quiz_302268,article_101033,MCQ,0.6363636363636364,False,7,11,Eyes and Vision,What is the main thing the author explains about vision i...,0,0,0,1,0,1,1,1,1,1,1
quiz_302268_sibling_1,article_101033,MCQ,0.7272727272727273,False,8,11,Eyes and Vision,Which detail from the passage best shows that vision is a...,0,1,0,1,0,1,1,1,1,1,1
quiz_302268_sibling_2,article_101033,MCQ,0.9090909090909091,True,10,11,Eyes and Vision,"Based on the entire passage, what does the author most wa...",1,1,1,1,1,1,1,1,1,1,0
quiz_302268_sibling_3,article_101033,MCQ,1.0,True,11,11,Eyes and Vision,The author's attitude toward the human eye throughout the...,1,1,1,1,1,1,1,1,1,1,1
quiz_302268_sibling_4,article_101033,MCQ,0.8181818181818182,True,9,11,Eyes and Vision,What is the most important idea the author communicates i...,1,1,1,1,0,1,1,1,0,1,1
quiz_302273,article_101034,MCQ,0.8181818181818182,True,9,11,"Vision Problems, Vision Solutions","In Section 2, what does the word nearsighted mean?",1,0,1,1,1,1,1,1,0,1,1
quiz_302273_sibling_1,article_101034,MCQ,0.7272727272727273,False,8,11,"Vision Problems, Vision Solutions","Based on Section 2, what does the word farsighted mean?",1,0,0,1,1,1,1,1,1,1,0
quiz_302273_sibling_2,article_101034,MCQ,0.9090909090909091,True,10,11,"Vision Problems, Vision Solutions","According to Section 1, what must happen for a person to...",1,1,1,1,0,1,1,1,1,1,1
quiz_302273_sibling_3,article_101034,MCQ,0.7272727272727273,False,8,11,"Vision Problems, Vision Solutions","In Section 4, what does the phrase 'almost invisible' tel...",1,0,0,1,1,1,1,1,0,1,1
quiz_302273_sibling_4,article_101034,MCQ,1.0,True,11,11,"Vision Problems, Vision Solutions",What does the word prescription mean in Section 3?,1,1,1,1,1,1,1,1,1,1,1
quiz_302274,article_101034,MCQ,0.6363636363636364,False,7,11,"Vision Problems, Vision Solutions","According to Section 3, after the optometrist writes the...",0,1,1,0,0,1,1,1,0,1,1
quiz_302274_sibling_1,article_101034,MCQ,0.9090909090909091,True,10,11,"Vision Problems, Vision Solutions","Based on the information in Section 3, what is the relati...",1,1,1,1,1,1,1,1,1,1,0
quiz_302274_sibling_2,article_101034,MCQ,0.9090909090909091,True,10,11,"Vision Problems, Vision Solutions","According to Section 4, how does LASIK surgery permanentl...",1,1,1,1,1,1,1,1,1,1,0
quiz_302274_sibling_3,article_101034,MCQ,0.8181818181818182,True,9,11,"Vision Problems, Vision Solutions","Based on Section 3, what must happen before an optician c...",1,0,1,1,1,1,1,1,0,1,1
quiz_302274_sibling_4,article_101034,MCQ,0.9090909090909091,True,10,11,"Vision Problems, Vision Solutions","According to Section 3, what is the purpose of the specia...",1,1,1,1,1,1,1,1,0,1,1
quiz_302275,article_101034,MCQ,0.8181818181818182,True,9,11,"Vision Problems, Vision Solutions",The author of this passage would most likely agree that,1,1,1,1,0,1,1,1,0,1,1
quiz_302275_sibling_1,article_101034,MCQ,0.9090909090909091,True,10,11,"Vision Problems, Vision Solutions",The author of this passage would most likely believe that,1,1,1,1,1,1,1,1,1,1,0
quiz_302275_sibling_2,article_101034,MCQ,0.7272727272727273,False,8,11,"Vision Problems, Vision Solutions","Based on the entire passage, the author would most likely...",1,0,1,1,0,1,1,1,1,1,0
