question_id,article_id,source,overall_score,grammatical_parallel,plausibility,homogeneity,specificity_balance,standard_alignment,clarity_precision,single_correct_answer,passage_reference,length_check,too_close,difficulty_assessment
quiz_302564_sibling_4,article_101069,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302565,article_101069,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302565_sibling_1,article_101069,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302565_sibling_2,article_101069,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302565_sibling_3,article_101069,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302565_sibling_4,article_101069,original,0.8181818181818182,1,1,1,1,1,1,0,1,1,1,0
quiz_302566,article_101069,original,0.6363636363636364,0,0,0,1,0,1,1,1,1,1,1
quiz_302566_sibling_1,article_101069,original,0.7272727272727273,0,1,1,1,0,1,1,1,1,1,0
quiz_302566_sibling_2,article_101069,original,0.8181818181818182,1,1,1,1,1,1,1,1,0,1,0
quiz_302566_sibling_3,article_101069,original,0.7272727272727273,1,1,1,1,0,1,1,1,0,1,0
quiz_302566_sibling_4,article_101069,original,0.6363636363636364,1,0,1,1,0,0,1,1,1,1,0
quiz_302571,article_101070,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302571_sibling_1,article_101070,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302571_sibling_2,article_101070,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302571_sibling_3,article_101070,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302571_sibling_4,article_101070,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302572,article_101070,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302572_sibling_1,article_101070,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302572_sibling_2,article_101070,original,0.5454545454545454,1,0,1,1,0,0,0,1,1,1,0
quiz_302572_sibling_3,article_101070,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302572_sibling_4,article_101070,original,0.6363636363636364,1,1,1,1,0,0,0,1,1,1,0
quiz_302573,article_101070,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302573_sibling_1,article_101070,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302573_sibling_2,article_101070,original,0.5454545454545454,0,0,0,1,0,1,1,1,1,1,0
quiz_302573_sibling_3,article_101070,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302573_sibling_4,article_101070,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302574,article_101070,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302574_sibling_1,article_101070,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302574_sibling_2,article_101070,original,0.5454545454545454,0,0,0,1,0,1,1,1,0,1,1
quiz_302574_sibling_3,article_101070,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302574_sibling_4,article_101070,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302579,article_101071,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302579_sibling_1,article_101071,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302579_sibling_2,article_101071,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302579_sibling_3,article_101071,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302579_sibling_4,article_101071,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302580,article_101071,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302580_sibling_1,article_101071,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302580_sibling_2,article_101071,original,0.8181818181818182,1,1,1,1,1,1,1,1,0,1,0
quiz_302580_sibling_3,article_101071,original,0.7272727272727273,1,0,1,1,1,1,1,1,1,0,0
quiz_302580_sibling_4,article_101071,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302581,article_101071,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302581_sibling_1,article_101071,original,0.6363636363636364,1,1,1,1,0,0,1,0,1,1,0
quiz_302581_sibling_2,article_101071,original,0.7272727272727273,1,1,1,1,0,1,1,1,0,1,0
quiz_302581_sibling_3,article_101071,original,0.45454545454545453,1,0,0,1,0,0,1,0,1,1,0
quiz_302581_sibling_4,article_101071,original,0.45454545454545453,0,1,1,0,0,0,1,0,1,1,0
quiz_302582,article_101071,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302582_sibling_1,article_101071,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302582_sibling_2,article_101071,original,0.8181818181818182,1,1,0,1,0,1,1,1,1,1,1
quiz_302582_sibling_3,article_101071,original,0.7272727272727273,1,0,0,1,0,1,1,1,1,1,1
quiz_302582_sibling_4,article_101071,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302587,article_101072,original,0.7272727272727273,0,0,0,1,1,1,1,1,1,1,1
quiz_302587_sibling_1,article_101072,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302587_sibling_2,article_101072,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302587_sibling_3,article_101072,original,0.5454545454545454,1,0,1,1,0,0,0,0,1,1,1
quiz_302587_sibling_4,article_101072,original,0.5454545454545454,1,0,0,1,1,0,1,0,0,1,1
quiz_302588,article_101072,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302588_sibling_1,article_101072,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302588_sibling_2,article_101072,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302588_sibling_3,article_101072,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302588_sibling_4,article_101072,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302589,article_101072,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302589_sibling_1,article_101072,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302589_sibling_2,article_101072,original,0.8181818181818182,1,1,1,1,1,1,1,1,0,1,0
quiz_302589_sibling_3,article_101072,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302589_sibling_4,article_101072,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302590,article_101072,original,0.8181818181818182,1,0,1,0,1,1,1,1,1,1,1
quiz_302590_sibling_1,article_101072,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302590_sibling_2,article_101072,original,0.6363636363636364,1,0,1,0,0,1,1,1,0,1,1
quiz_302590_sibling_3,article_101072,original,0.6363636363636364,1,0,0,1,0,1,1,1,1,1,0
quiz_302590_sibling_4,article_101072,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302595,article_101073,original,0.7272727272727273,1,0,1,1,1,1,1,1,0,1,0
quiz_302595_sibling_1,article_101073,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302595_sibling_2,article_101073,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302595_sibling_3,article_101073,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302595_sibling_4,article_101073,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302596,article_101073,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302596_sibling_1,article_101073,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302596_sibling_2,article_101073,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302596_sibling_3,article_101073,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302596_sibling_4,article_101073,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302597,article_101073,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302597_sibling_1,article_101073,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302597_sibling_2,article_101073,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302597_sibling_3,article_101073,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302597_sibling_4,article_101073,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302598,article_101073,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302598_sibling_1,article_101073,original,0.7272727272727273,0,1,0,1,1,1,1,1,1,1,0
quiz_302598_sibling_2,article_101073,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302598_sibling_3,article_101073,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302598_sibling_4,article_101073,original,0.6363636363636364,0,0,1,1,1,1,1,1,0,1,0
quiz_302603,article_101074,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302603_sibling_1,article_101074,original,0.8181818181818182,1,1,1,1,1,1,1,1,0,1,0
quiz_302603_sibling_2,article_101074,original,0.8181818181818182,1,0,1,1,1,1,1,1,0,1,1
quiz_302603_sibling_3,article_101074,original,0.8181818181818182,1,0,1,1,1,1,1,1,0,1,1
quiz_302603_sibling_4,article_101074,original,0.8181818181818182,1,0,1,1,1,1,1,1,0,1,1
quiz_302604,article_101074,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,0,1
quiz_302604_sibling_1,article_101074,original,0.8181818181818182,1,1,1,1,1,1,1,1,0,1,0
quiz_302604_sibling_2,article_101074,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302604_sibling_3,article_101074,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302604_sibling_4,article_101074,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302605,article_101074,original,0.5454545454545454,0,0,1,1,0,0,1,1,1,1,0
quiz_302605_sibling_1,article_101074,original,0.6363636363636364,1,0,1,1,0,1,1,1,0,1,0
quiz_302605_sibling_2,article_101074,original,0.7272727272727273,0,1,1,1,0,1,1,1,0,1,1
quiz_302605_sibling_3,article_101074,original,0.6363636363636364,0,1,1,1,0,1,1,1,0,1,0
quiz_302605_sibling_4,article_101074,original,0.6363636363636364,1,0,0,1,1,0,1,0,1,1,1
quiz_302606,article_101074,original,0.9090909090909091,1,1,1,1,1,0,1,1,1,1,1
quiz_302606_sibling_1,article_101074,original,0.6363636363636364,1,0,1,1,0,0,1,1,1,1,0
quiz_302606_sibling_2,article_101074,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302606_sibling_3,article_101074,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302606_sibling_4,article_101074,original,0.5454545454545454,0,1,0,1,0,1,1,1,0,1,0
quiz_302611,article_101075,original,0.8181818181818182,1,1,0,1,0,1,1,1,1,1,1
quiz_302611_sibling_1,article_101075,original,0.5454545454545454,0,1,1,1,0,0,1,0,0,1,1
quiz_302611_sibling_2,article_101075,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302611_sibling_3,article_101075,original,0.8181818181818182,0,1,1,1,0,1,1,1,1,1,1
quiz_302611_sibling_4,article_101075,original,0.8181818181818182,1,0,1,1,0,1,1,1,1,1,1
quiz_302612,article_101075,original,0.6363636363636364,1,0,0,1,0,1,1,1,0,1,1
quiz_302612_sibling_1,article_101075,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302612_sibling_2,article_101075,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302612_sibling_3,article_101075,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302612_sibling_4,article_101075,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302613,article_101075,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302613_sibling_1,article_101075,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302613_sibling_2,article_101075,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302613_sibling_3,article_101075,original,0.8181818181818182,1,1,1,1,1,1,1,1,1,0,0
quiz_302613_sibling_4,article_101075,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302614,article_101075,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302614_sibling_1,article_101075,original,0.8181818181818182,1,0,1,1,0,1,1,1,1,1,1
quiz_302614_sibling_2,article_101075,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302614_sibling_3,article_101075,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302614_sibling_4,article_101075,original,0.7272727272727273,1,0,0,1,1,1,1,1,0,1,1
quiz_302619,article_101076,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302619_sibling_1,article_101076,original,0.6363636363636364,0,0,0,1,0,1,1,1,1,1,1
quiz_302619_sibling_2,article_101076,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302619_sibling_3,article_101076,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302619_sibling_4,article_101076,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302620,article_101076,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302620_sibling_1,article_101076,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302620_sibling_2,article_101076,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302620_sibling_3,article_101076,original,0.36363636363636365,0,0,0,1,0,0,0,1,1,1,0
quiz_302620_sibling_4,article_101076,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302621,article_101076,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302621_sibling_1,article_101076,original,0.8181818181818182,1,0,0,1,1,1,1,1,1,1,1
quiz_302621_sibling_2,article_101076,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302621_sibling_3,article_101076,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302621_sibling_4,article_101076,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302622,article_101076,original,0.8181818181818182,1,1,1,0,1,1,1,1,0,1,1
quiz_302622_sibling_1,article_101076,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302622_sibling_2,article_101076,original,0.8181818181818182,1,0,1,1,1,1,1,1,0,1,1
quiz_302622_sibling_3,article_101076,original,0.8181818181818182,1,0,0,1,1,1,1,1,1,1,1
quiz_302622_sibling_4,article_101076,original,0.7272727272727273,1,0,0,1,1,1,1,1,1,1,0
quiz_302627,article_101077,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302627_sibling_1,article_101077,original,0.7272727272727273,0,1,1,1,0,1,1,1,0,1,1
quiz_302627_sibling_2,article_101077,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302627_sibling_3,article_101077,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302627_sibling_4,article_101077,original,0.7272727272727273,0,1,0,1,0,1,1,1,1,1,1
quiz_302628,article_101077,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302628_sibling_1,article_101077,original,0.8181818181818182,1,0,0,1,1,1,1,1,1,1,1
quiz_302628_sibling_2,article_101077,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302628_sibling_3,article_101077,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302628_sibling_4,article_101077,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302629,article_101077,original,0.9090909090909091,1,1,0,1,1,1,1,1,1,1,1
quiz_302629_sibling_1,article_101077,original,0.6363636363636364,1,0,0,0,1,1,1,1,0,1,1
quiz_302629_sibling_2,article_101077,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302629_sibling_3,article_101077,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302629_sibling_4,article_101077,original,0.7272727272727273,1,1,1,1,0,1,1,1,1,0,0
quiz_302630,article_101077,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302630_sibling_1,article_101077,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302630_sibling_2,article_101077,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302630_sibling_3,article_101077,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302630_sibling_4,article_101077,original,0.7272727272727273,1,0,1,1,1,1,1,1,0,1,0
quiz_302631,article_101077,original,0.8181818181818182,0,1,1,1,0,1,1,1,1,1,1
quiz_302631_sibling_1,article_101077,original,0.8181818181818182,1,0,0,1,1,1,1,1,1,1,1
quiz_302631_sibling_2,article_101077,original,0.6363636363636364,1,0,1,1,0,1,1,1,0,1,0
quiz_302631_sibling_3,article_101077,original,0.6363636363636364,0,0,0,0,1,1,1,1,1,1,1
quiz_302631_sibling_4,article_101077,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302636,article_101078,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302636_sibling_1,article_101078,original,0.6363636363636364,1,0,1,1,0,1,1,1,0,1,0
quiz_302636_sibling_2,article_101078,original,0.8181818181818182,1,0,1,1,0,1,1,1,1,1,1
quiz_302636_sibling_3,article_101078,original,0.8181818181818182,1,1,1,1,1,1,1,1,0,1,0
quiz_302636_sibling_4,article_101078,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302637,article_101078,original,0.8181818181818182,1,1,1,1,1,0,1,0,1,1,1
quiz_302637_sibling_1,article_101078,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302637_sibling_2,article_101078,original,0.7272727272727273,1,0,0,1,1,1,1,1,0,1,1
quiz_302637_sibling_3,article_101078,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302637_sibling_4,article_101078,original,0.8181818181818182,1,0,0,1,1,1,1,1,1,1,1
quiz_302638,article_101078,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302638_sibling_1,article_101078,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302638_sibling_2,article_101078,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302638_sibling_3,article_101078,original,0.5454545454545454,0,0,0,0,1,1,1,1,0,1,1
quiz_302638_sibling_4,article_101078,original,0.6363636363636364,1,1,1,1,0,0,0,1,1,1,0
quiz_302639,article_101078,original,0.6363636363636364,1,0,0,0,1,1,1,1,1,1,0
quiz_302639_sibling_1,article_101078,original,0.8181818181818182,1,1,1,0,1,1,1,1,0,1,1
quiz_302639_sibling_2,article_101078,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302639_sibling_3,article_101078,original,0.8181818181818182,1,0,1,0,1,1,1,1,1,1,1
quiz_302639_sibling_4,article_101078,original,0.8181818181818182,1,0,0,1,1,1,1,1,1,1,1
quiz_302644,article_101079,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302644_sibling_1,article_101079,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302644_sibling_2,article_101079,original,0.6363636363636364,1,0,0,1,0,1,1,1,0,1,1
quiz_302644_sibling_3,article_101079,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302644_sibling_4,article_101079,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302645,article_101079,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,0,1
quiz_302645_sibling_1,article_101079,original,0.5454545454545454,1,0,0,1,0,0,1,1,0,1,1
quiz_302645_sibling_2,article_101079,original,0.7272727272727273,1,0,1,1,0,1,1,1,0,1,1
quiz_302645_sibling_3,article_101079,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302645_sibling_4,article_101079,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302646,article_101079,original,0.8181818181818182,1,0,0,1,1,1,1,1,1,1,1
quiz_302646_sibling_1,article_101079,original,0.8181818181818182,1,0,0,1,1,1,1,1,1,1,1
quiz_302646_sibling_2,article_101079,original,0.9090909090909091,0,1,1,1,1,1,1,1,1,1,1
quiz_302646_sibling_3,article_101079,original,0.8181818181818182,1,0,1,1,1,1,1,1,0,1,1
quiz_302646_sibling_4,article_101079,original,0.8181818181818182,1,0,0,1,1,1,1,1,1,1,1
quiz_302647,article_101079,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302647_sibling_1,article_101079,original,0.8181818181818182,1,0,1,1,0,1,1,1,1,1,1
quiz_302647_sibling_2,article_101079,original,0.8181818181818182,1,0,1,0,1,1,1,1,1,1,1
quiz_302647_sibling_3,article_101079,original,0.8181818181818182,1,0,1,1,0,1,1,1,1,1,1
quiz_302647_sibling_4,article_101079,original,0.8181818181818182,1,0,1,1,1,1,1,1,0,1,1
quiz_302652,article_101080,original,0.7272727272727273,1,1,1,1,0,0,1,0,1,1,1
quiz_302652_sibling_1,article_101080,original,0.7272727272727273,0,1,0,1,0,1,1,1,1,1,1
quiz_302652_sibling_2,article_101080,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302652_sibling_3,article_101080,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302652_sibling_4,article_101080,original,0.8181818181818182,1,1,1,1,1,1,1,0,0,1,1
quiz_302653,article_101080,original,0.8181818181818182,0,1,1,1,1,1,1,1,0,1,1
quiz_302653_sibling_1,article_101080,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302653_sibling_2,article_101080,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302653_sibling_3,article_101080,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302653_sibling_4,article_101080,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302654,article_101080,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302654_sibling_1,article_101080,original,0.8181818181818182,1,0,1,1,1,1,1,1,0,1,1
quiz_302654_sibling_2,article_101080,original,0.45454545454545453,0,0,0,1,0,1,0,1,0,1,1
quiz_302654_sibling_3,article_101080,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302654_sibling_4,article_101080,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302655,article_101080,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302655_sibling_1,article_101080,original,0.8181818181818182,1,0,1,1,1,1,1,1,0,1,1
quiz_302655_sibling_2,article_101080,original,0.8181818181818182,1,0,1,1,0,1,1,1,1,1,1
quiz_302655_sibling_3,article_101080,original,0.7272727272727273,1,0,1,1,0,1,1,1,1,1,0
quiz_302655_sibling_4,article_101080,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302660,article_101081,original,0.8181818181818182,1,0,1,1,0,1,1,1,1,1,1
quiz_302660_sibling_1,article_101081,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302660_sibling_2,article_101081,original,0.5454545454545454,1,0,0,1,0,0,0,1,1,1,1
quiz_302660_sibling_3,article_101081,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302660_sibling_4,article_101081,original,0.7272727272727273,1,0,1,1,1,1,1,1,0,1,0
quiz_302661,article_101081,original,0.8181818181818182,1,1,1,1,1,1,1,0,1,1,0
quiz_302661_sibling_1,article_101081,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302661_sibling_2,article_101081,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302661_sibling_3,article_101081,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302661_sibling_4,article_101081,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302662,article_101081,original,0.7272727272727273,1,0,0,1,1,1,1,1,1,1,0
quiz_302662_sibling_1,article_101081,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302662_sibling_2,article_101081,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302662_sibling_3,article_101081,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302662_sibling_4,article_101081,original,0.8181818181818182,0,1,1,1,1,1,1,1,0,1,1
quiz_302663,article_101081,original,0.9090909090909091,1,1,1,0,1,1,1,1,1,1,1
quiz_302663_sibling_1,article_101081,original,0.9090909090909091,1,1,1,0,1,1,1,1,1,1,1
quiz_302663_sibling_2,article_101081,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302663_sibling_3,article_101081,original,0.9090909090909091,1,1,1,0,1,1,1,1,1,1,1
quiz_302663_sibling_4,article_101081,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302664,article_101081,original,0.8181818181818182,1,1,1,1,0,0,1,1,1,1,1
quiz_302664_sibling_1,article_101081,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302664_sibling_2,article_101081,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302669,article_101082,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302669_sibling_1,article_101082,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302669_sibling_2,article_101082,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302669_sibling_3,article_101082,original,0.8181818181818182,1,0,1,1,0,1,1,1,1,1,1
quiz_302669_sibling_4,article_101082,original,0.8181818181818182,1,0,1,0,1,1,1,1,1,1,1
quiz_302670,article_101082,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302670_sibling_1,article_101082,original,0.7272727272727273,1,0,0,1,1,1,1,1,0,1,1
quiz_302670_sibling_2,article_101082,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302670_sibling_3,article_101082,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302670_sibling_4,article_101082,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302671,article_101082,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302671_sibling_1,article_101082,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302671_sibling_2,article_101082,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302671_sibling_3,article_101082,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302671_sibling_4,article_101082,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302672,article_101082,original,0.6363636363636364,1,0,0,0,0,1,1,1,1,1,1
quiz_302672_sibling_1,article_101082,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302672_sibling_2,article_101082,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302672_sibling_3,article_101082,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302672_sibling_4,article_101082,original,0.8181818181818182,1,0,0,1,1,1,1,1,1,1,1
quiz_302677,article_101083,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302677_sibling_1,article_101083,original,0.6363636363636364,1,1,1,0,0,1,0,1,0,1,1
quiz_302677_sibling_2,article_101083,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302677_sibling_3,article_101083,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302677_sibling_4,article_101083,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302678,article_101083,original,1.0,1,1,1,1,1,1,1,1,1,1,1
